the_geom,OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,neighborhood,wiki_title,wiki_url,confidence,pageviews,score,category
"POLYGON ((1040787.5680150837 192174.30533374846, 1040719.2253040075 192296.38776674867, 1040544.4973070025 192198.45193900168, 1040612.4371317625 192076.1450970024, 1040787.5680150837 192174.30533374846))",1510,QN,10144,42,155-02 108th Avenue (aka 155-02 - 156-00; 108-01 - 108-03 155th Street),4101440042,Public School 48,LP-02646,"Borough of Queens Tax Map Block 10144, Lot 42",Designated,,9/21/2020,Individual Landmark,,412.0,28.0,40.6940031,-73.7965601,4025401.0,QN1202,680.88725395195,28056.55676290965,South Jamaica,Mesa Public Schools,https://en.wikipedia.org/wiki/Mesa_Public_Schools,low,8070.0,80.0,School
"POLYGON ((987041.5252449214 211107.40723125637, 987023.7962777615 211117.2474346757, 987023.6397820115 211116.96790766716, 986987.4771246761 211052.398811087, 987005.2060918361 211042.55860766768, 987041.5252449214 211107.40723125637))",1509,MN,830,7,55 West 28 Street,1008300007,"55 West 28th Street Building, Tin Pan Alley",LP-02630,"Borough of Manhattan Tax Map Block 830, Lot 7",Designated,,12/10/2019,Individual Landmark,,105.0,3.0,40.7460392,-73.9900249,1007600.0,MN0501,189.20641463588,1507.08514723529,Midtown South-Flatiron-Union Square,Tin Pan Alley,https://en.wikipedia.org/wiki/Tin_Pan_Alley,low,206021.0,46.42857142857143,Residential Building
"POLYGON ((987059.2742251754 211097.55587300658, 987041.5252449214 211107.40723125637, 987005.2060918361 211042.55860766768, 987022.95507209 211032.7072494179, 987059.2742251754 211097.55587300658))",1508,MN,830,8,53 West 28 Street,1008300008,"53 West 28th Street Building, Tin Pan Alley",LP-02629,"Borough of Manhattan Tax Map Block 830, Lot 8",Designated,,12/10/2019,Individual Landmark,,105.0,3.0,40.7460145,-73.9899599,1007600.0,MN0501,189.25223831573,1508.78992794288,Midtown South-Flatiron-Union Square,Daily News Building,https://en.wikipedia.org/wiki/Daily_News_Building,low,22617.0,45.16129032258065,Residential Building
"POLYGON ((987089.8312506676 211109.1404955089, 987071.4700669199 211119.33174808323, 987059.2742251754 211097.55587300658, 987022.95507209 211032.7072494179, 987041.3169120103 211022.51599684358, 987089.8312506676 211109.1404955089))",1507,MN,830,9,51 West 28 Street,1008300009,"51 West 28th Street Building, Tin Pan Alley",LP-02628,"Borough of Manhattan Tax Map Block 830, Lot 9",Designated,,12/10/2019,Individual Landmark,,105.0,3.0,40.7460145,-73.9898733,1007600.0,MN0501,240.56997307535,2084.98308477911,Midtown South-Flatiron-Union Square,Daily News Building,https://en.wikipedia.org/wiki/Daily_News_Building,low,22617.0,45.16129032258065,Residential Building
"POLYGON ((987109.0674326718 211098.46400767565, 987089.8312506676 211109.1404955089, 987041.3169120103 211022.51599684358, 987060.5527659208 211011.83950901031, 987109.0674326718 211098.46400767565))",1506,MN,830,10,49 West 28 Street,1008300010,"49 West 28th Street Building, Tin Pan Alley",LP-02627,"Borough of Manhattan Tax Map Block 830, Lot 10",Designated,,12/10/2019,Individual Landmark,,105.0,3.0,40.745987,-73.9898047,1007600.0,MN0501,242.57002695065,2184.27490972855,Midtown South-Flatiron-Union Square,Daily News Building,https://en.wikipedia.org/wiki/Daily_News_Building,low,22617.0,45.16129032258065,Residential Building
"POLYGON ((987110.6612615138 211097.57982309163, 987109.0674326718 211098.46400767565, 987060.5527659208 211011.83950901031, 987079.2538440078 211001.46026466787, 987127.7688388377 211088.08443525434, 987110.6612615138 211097.57982309163))",1505,MN,830,11,47 West 28th Street,1008300011,"47 West 28th Street Building, Tin Pan Alley",LP-02626,"Borough of Manhattan Tax Map Block 830, Lot 11",Designated,,12/10/2019,Individual Landmark,,105.0,3.0,40.7459568,-73.9897362,1007600.0,MN0501,241.34655603149,2123.54178067084,Midtown South-Flatiron-Union Square,Tin Pan Alley,https://en.wikipedia.org/wiki/Tin_Pan_Alley,low,206021.0,46.42857142857143,Residential Building
"POLYGON ((988017.6988175064 187868.9435376674, 988012.8047984242 187871.44222034514, 987968.9515396804 187785.53589609265, 987960.1096938401 187768.65633666515, 988030.6627023369 187732.56520150602, 988046.4241537601 187763.21343417466, 988083.3020327538 187835.45475950837, 988039.0888665915 187858.024596259, 988017.6988175064 187868.9435376674))",1504,BK,405,51,233 Butler Street (aka 231-237 Butler Street),3004050051,"American Society for the Prevention of Cruelty to Animals (ASPCA) Brooklyn Office, Shelter, and Garage",LP-02637,"Borough of Brooklyn Tax Map Block 405, Lot 51 in part, and a portion of the Butler Street sidewalk in front of said lot",Designated,,10/29/2019,Individual Landmark,,306.0,39.0,40.6822122,-73.9865191,3007100.0,BK0601,389.48030933442,9145.24308566085,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,List of New York City Designated Landmarks in Brooklyn,https://en.wikipedia.org/wiki/List_of_New_York_City_Designated_Landmarks_in_Brooklyn,low,4577.0,37.17948717948718,Commercial Building
"POLYGON ((987532.5173731744 185697.7894154191, 987542.5892034173 185713.82284791768, 987525.5393687636 185724.53312833607, 987528.3959903419 185729.08101950586, 987524.3484262526 185731.62333725393, 987437.08875826 185786.4365478456, 987434.9850879312 185787.75741134584, 987387.5216001719 185817.57198426127, 987329.7585923374 185725.61580334604, 987330.1391690075 185725.37663058937, 987372.6364593357 185698.68180209398, 987422.594036594 185667.3006312549, 987470.7461712509 185637.05364450812, 987474.6805465966 185643.31708341837, 987491.6175205857 185632.67799708247, 987495.7218430936 185639.21210475266, 987532.5173731744 185697.7894154191))",1503,BK,967,1,"153 2nd Street (aka 322 Third Avenue, 340 Third Avenue)",3009670001,Brooklyn Rapid Transit Company (BRT) Central Power Station Engine House,LP-02639,"Borough of Brookly Tax Map Block 967, Lot 1 in part",Designated,,10/29/2019,Individual Landmark,,306.0,39.0,40.6765856,-73.9885716,3011901.0,BK0601,590.17971635226,19996.21648709863,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Brooklyn Bridge–City Hall/Chambers Street station,https://en.wikipedia.org/wiki/Brooklyn_Bridge%E2%80%93City_Hall/Chambers_Street_station,low,,43.333333333333336,Fire Station
"POLYGON ((987838.538414672 187671.32418225706, 987852.2860905975 187698.7545735836, 987780.7124148458 187736.62228000164, 987757.0142995119 187690.88024550676, 987718.3716602623 187616.27311125398, 987803.321293503 187573.2594177574, 987851.2332711667 187664.3091044277, 987838.538414672 187671.32418225706))",1502,BK,411,14,201 Douglass Street (aka 196 Butler Street),3004110014,Gowanus Canal Flushing Tunnel Pumping Station and Gate House,LP-02638,"Borough of Brooklyn Tax Map Block 411, Lot 14 in part",Designated,,10/29/2019,Individual Landmark,,306.0,39.0,40.681828,-73.9870419,3007100.0,BK0601,459.80279898054,12425.86965740538,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,List of New York City Designated Landmarks in Brooklyn,https://en.wikipedia.org/wiki/List_of_New_York_City_Designated_Landmarks_in_Brooklyn,low,4577.0,35.08771929824561,Government Building
"POLYGON ((985546.8536935896 183530.2684880048, 985455.0651632547 183587.52952833474, 985427.0711247623 183543.3609815091, 985518.6388550103 183485.57763250172, 985546.8536935896 183530.2684880048))",1501,BK,1025,49,170 2nd Avenue,3010250049,Montauk Paint Manufacturing Company Building,LP-02641,"Borough of Brooklyn Tax Map Block 1025, Lot 49",Designated,,10/29/2019,Individual Landmark,,306.0,38.0,40.6704405,-73.9955444,3011902.0,BK0601,321.60510933439,5689.8609166681,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Flatiron Building,https://en.wikipedia.org/wiki/Flatiron_Building,low,460411.0,45.90163934426229,Commercial Building
"POLYGON ((987685.2162147611 185100.2039964199, 987631.5837760866 185134.71541033685, 987635.3957763463 185140.6396110952, 987590.3220475912 185169.64349009097, 987563.0055011809 185127.192131415, 987568.78993842 185123.47002600133, 987517.674555093 185044.03416125476, 987501.0148115009 185018.14412117004, 987493.1358902603 185005.89972308278, 987487.9239584208 184997.80000175536, 987485.4400395006 184993.9401013404, 987504.5764841735 184981.62614959478, 987533.4432243407 184963.050727427, 987543.8011432588 184979.147480011, 987599.7797058374 185066.14107242227, 987606.922408089 185077.2411158383, 987615.1208825111 185089.9822320938, 987681.73590675 185047.11650417745, 987686.4822883457 185044.06237642467, 987713.3926675916 185085.88283084333, 987697.5688803345 185096.06522516906, 987695.8352880031 185093.37100483477, 987685.2162147611 185100.2039964199))",1500,BK,980,8,"238-246 3rd Street, 365-379 3rd Avenue, and 232-236 3rd Street (aka 361-363 3rd Avenue)",3009800008,Somers Brothers Tinware Factory (later American Can Company),LP-02640,"Borough of Brooklyn Tax Map Block 980, Lot 8 in part",Designated,,10/29/2019,Individual Landmark,,306.0,39.0,40.6744776,-73.9878689,3011901.0,BK0601,713.07035963144,15956.78339215319,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,List of New York City Designated Landmarks in Brooklyn,https://en.wikipedia.org/wiki/List_of_New_York_City_Designated_Landmarks_in_Brooklyn,low,4577.0,36.8421052631579,Museum
"POLYGON ((984010.7176582515 208171.9675640911, 984011.7179843336 208173.75430592895, 983924.1489337534 208222.77126824856, 983910.7201548368 208198.78050258756, 983936.2394607514 208184.4960823357, 983917.3969787508 208150.83309192955, 983909.8297366798 208155.06897583604, 983901.8937289268 208140.89118267596, 983909.4609710127 208136.6559549272, 983905.5879472643 208129.7360212505, 983913.7208050042 208125.1841930896, 983941.1600545943 208109.82464376092, 983949.6793945134 208125.04442958534, 983956.806348756 208121.05526433885, 983947.4136510044 208104.27511417866, 983943.6052596718 208097.47132200003, 983962.9556146711 208086.63997884095, 983976.5838682503 208110.98671492934, 984010.7176582515 208171.9675640911))",1499,MN,617,47,208 West 13th Street,1006170047,"The Lesbian, Gay, Bisexual & Transgender Community Center",LP-02634,"Borough of Manhattan Tax Map Block 617, Lot 47 in part",Designated,,6/18/2019,Individual Landmark,,102.0,3.0,40.7380414,-74.0011944,1007700.0,MN0203,452.60341205433,7432.4944158345,West Village,"Lesbian, Gay, Bisexual & Transgender Community Center","https://en.wikipedia.org/wiki/Lesbian,_Gay,_Bisexual_%26_Transgender_Community_Center",low,4526.0,96.36363636363636,Religious Site
"POLYGON ((962424.996066004 169742.01358425617, 962309.2249720842 169787.2178901732, 962298.0901518464 169740.19993959367, 962392.5866820067 169703.30303175747, 962391.0135224164 169699.30074317753, 962405.917692095 169693.48152908683, 962424.996066004 169742.01358425617))",1498,SI,516,32,207 St. Paul's Avenue,5005160032,Audre Lorde Residence,LP-02642,"Borough of Staten Island Tax Map Block 516, Lot 32",Designated,,6/18/2019,Individual Landmark,,501.0,49.0,40.6325493,-74.0788655,5002100.0,SI0102,346.4939637696,5851.82264841765,Tompkinsville-Stapleton-Clifton-Fox Hills,Audre Lorde,https://en.wikipedia.org/wiki/Audre_Lorde,low,269591.0,68.75,Residential Building
"POLYGON ((989710.0258134305 222565.1366123408, 989699.3188138455 222571.07065558434, 989648.9029041678 222476.44125166535, 989667.2801640034 222466.27296492457, 989717.6888558418 222560.88957358897, 989710.0258134305 222565.1366123408))",1497,MN,1143,19,137 West 71st Street,1011430019,James Baldwin Residence,LP-02636,"Borough of Manhattan Tax Map Block 1143, Lot 19",Designated,,6/18/2019,Individual Landmark,,107.0,6.0,40.7774351,-73.9803834,1015700.0,MN0701,256.4341580463,2251.49944325439,Upper West Side-Lincoln Square,James Baldwin,https://en.wikipedia.org/wiki/James_Baldwin,low,1824031.0,72.22222222222221,Residential Building
"POLYGON ((984632.2616907507 210056.92245559394, 984610.4956581742 210068.59828525782, 984572.6269675046 210001.16272458434, 984595.3723288476 209988.56563691795, 984632.3325567544 210054.38440291584, 984633.4103105068 210056.30434659123, 984632.2616907507 210056.92245559394))",1496,MN,770,17,243 West 20 Street,1007700017,Women's Liberation Center,LP-02633,"Borough of Manhattan Tax Map Block 770, Lot 17",Designated,,6/18/2019,Individual Landmark,,104.0,3.0,40.7431549,-73.9987297,1008700.0,MN0401,207.03373375162,2015.39741602503,Chelsea-Hudson Yards,Women's Liberation Center,https://en.wikipedia.org/wiki/Women%27s_Liberation_Center,high,,100.0,Hospital
"POLYGON ((983559.7589145005 205728.13288484514, 983534.0368530899 205784.11013509333, 983515.3679271787 205775.53141209483, 983541.0903166682 205719.5544899255, 983559.7589145005 205728.13288484514))",1495,MN,590,47,31 Cornelia Street,1005900047,The Caffe Cino,LP-02635,"Borough of Manhattan Tax Map Block 590, Lot 47 in part",Designated,,6/18/2019,Individual Landmark,,102.0,3.0,40.7314622,-74.0025979,1006700.0,MN0203,164.29907421315,1265.68252028712,West Village,Caffe Cino,https://en.wikipedia.org/wiki/Caffe_Cino,medium,4062.0,83.33333333333334,Fire Station
"POLYGON ((984000.6340170056 203249.12964075804, 983913.9347153455 203304.44777159393, 983899.9390084296 203282.6823951751, 983921.1433623433 203269.15289467573, 983986.6386381686 203227.3642643392, 984000.6340170056 203249.12964075804))",1494,MN,501,30,99 Wooster Street,1005010030,Gay Activists Alliance Firehouse,LP-02632,"Borough of Manhattan Tax Map Block 501, Lot 30",Designated,,6/18/2019,Individual Landmark,,102.0,1.0,40.7245921,-74.0010823,1004900.0,MN0201,257.4415696345,2661.26250809867,SoHo-Little Italy-Hudson Square,Gay Activists Alliance,https://en.wikipedia.org/wiki/Gay_Activists_Alliance,low,8962.0,81.4814814814815,Fire Station
"POLYGON ((986666.4679241776 206355.08766767383, 986674.01220043 206400.6348206699, 986554.969131425 206466.20358717442, 986535.9750749171 206357.24415941536, 986560.7506159246 206351.75466908514, 986564.6567760855 206376.8710886687, 986666.4679241776 206355.08766767383))",1493,MN,563,31,817 Broadway,1005630031,817 Broadway Building,LP-02614,"Borough of Manhattan Tax Map Block 563, Lot 31",Designated,,6/11/2019,Individual Landmark,,102.0,2.0,40.7331966,-73.9915242,1006100.0,MN0202,447.58679458322,9098.40920639367,Greenwich Village,Chrysler Building,https://en.wikipedia.org/wiki/Chrysler_Building,low,637680.0,42.10526315789473,Commercial Building
"POLYGON ((986909.6619915962 206449.8574912548, 986884.915978089 206462.80136300623, 986880.0774050951 206432.99138325453, 986754.7643355131 206459.81646083295, 986747.2039831728 206413.28407359123, 986890.7712813467 206333.46796025336, 986905.9956603348 206427.27059417963, 986909.6619915962 206449.8574912548))",1492,MN,564,34,826 Broadway,1005640034,826 Broadway Building,LP-02615,"Borough of Manhattan Tax Map Block 564, Lot 34",Designated,,6/11/2019,Individual Landmark,,102.0,2.0,40.7332158,-73.9906691,1006100.0,MN0202,515.5967308872,11696.8399975431,Greenwich Village,Broadway theatre,https://en.wikipedia.org/wiki/Broadway_theatre,low,787930.0,48.64864864864865,Commercial Building
"POLYGON ((986754.7302148342 206459.90898033977, 986879.9025366753 206432.86703966558, 986884.1945228428 206458.87354934216, 986759.8082886785 206486.01653967798, 986754.7302148342 206459.90898033977))",1491,MN,564,36,830 Broadway,1005640036,830 Broadway Building,LP-02616,"Borough of Manhattan Tax Map Block 564, Lot 36 in part",Designated,,6/11/2019,Individual Landmark,,102.0,2.0,40.7334244,-73.9907304,1006100.0,MN0202,308.32848123648,3378.30696654751,Greenwich Village,Broadway (Los Angeles),https://en.wikipedia.org/wiki/Broadway_(Los_Angeles),low,13403.0,41.860465116279066,Commercial Building
"POLYGON ((986759.4165571779 206486.2055156678, 986884.1807433367 206459.03365400434, 986888.4061285853 206484.3820285052, 986863.5626743436 206489.51817308366, 986867.9107627571 206513.35670809448, 986767.342394337 206535.51676875353, 986759.4165571779 206486.2055156678))",1490,MN,564,36,832 Broadway,1005640036,832-834 Broadway Building,LP-02617,"Borough of Manhattan Tax Map Block 564, Lot 36 in part",Designated,,6/11/2019,Individual Landmark,,102.0,2.0,40.7334244,-73.9907304,1006100.0,MN0202,355.91256851215,5748.83234962178,Greenwich Village,List of buildings and structures on Broadway in Manhattan,https://en.wikipedia.org/wiki/List_of_buildings_and_structures_on_Broadway_in_Manhattan,low,2996.0,39.02439024390244,Commercial Building
"POLYGON ((986747.410019502 206859.9600175023, 986702.6204109192 206868.53644391894, 986671.7398952544 206874.4498179257, 986671.7599083334 206864.99904942513, 986660.4046160877 206871.32712075114, 986617.379111588 206796.1051583439, 986684.8192654252 206759.4805596769, 986694.4412934184 206754.25517642498, 986726.6200348437 206736.77981767058, 986747.410019502 206859.9600175023))",1489,MN,565,15,841 Broadway,1005650015,The Roosevelt Building,LP-02620,"Borough of Manhattan Tax Map Block 565, Lot 15 in part",Designated,,6/11/2019,Individual Landmark,,102.0,2.0,40.7344372,-73.9911524,1006100.0,MN0202,435.38553456747,11008.4074685162,Greenwich Village,Roosevelt Building,https://en.wikipedia.org/wiki/Roosevelt_Building,low,1155.0,90.0,Government Building
"POLYGON ((986879.8342953473 206589.45859000087, 986784.3433445841 206641.8685901761, 986775.7560914308 206589.0156775117, 986799.8456101716 206584.69482000172, 986800.9250043333 206583.8555828333, 986834.4944910109 206577.8372221738, 986834.2700820118 206576.45500709116, 986877.056085676 206568.7817940861, 986879.8342953473 206589.45859000087))",1488,MN,564,41,840 Broadway,1005640041,840 Broadway Building,LP-02619,"Borough of Manhattan Tax Map Block 564, Lot 41",Designated,,6/11/2019,Individual Landmark,,102.0,2.0,40.7337428,-73.9907195,1006100.0,MN0202,288.15153286246,3829.36612525366,Greenwich Village,Broadway theatre,https://en.wikipedia.org/wiki/Broadway_theatre,low,787930.0,48.64864864864865,Commercial Building
