OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,Category,Neighborhood,Popularity_Tier
554,MN,1514,3,1025 Park Avenue,1015140003,Reginald and Anna DeKoven House,LP-01505,"Borough of Manhattan Tax Map Block 1514, Lot 3.",Designated,,10/7/1986,Individual Landmark,,108,4,40.7795752,-73.9571366,1014801,MN0802,337.8444241,6539.734066,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
553,MN,1381,72,854 Fifth Avenue,1013810072,R. Livingston and Eleanor T. Beeckman House,LP-00587,"Borough of Manhattan Tax Map Block 1381, Lot 72.",Designated,now the Permanent Mission of Serbia and Mentenegro to the United Nationas,1/14/1969,Individual Landmark,,108,4,40.7688471,-73.9692268,1012200,MN0802,301.5805653,3654.668364,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
551,MN,1386,52,867 Madison Avenue,1013860052,Gertrude Rhinelander Waldo House,LP-00927,"Borough of Manhattan Tax Map Block 1386, Lot 52.",Designated,now the Polo/Ralph Lauren Store,7/13/1976,Individual Landmark,,108,4,40.7714563,-73.9654239,1013000,MN0802,336.7957932,5067.069317,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
549,MN,1432,42,214 East 78th Street,1014320042,214 East 78th Street House,LP-00984,"Borough of Manhattan Tax Map Block 1432, Lot 42.",Designated,,5/9/1978,Individual Landmark,,108,5,40.7731223,-73.9572527,1013400,MN0801,237.2960804,1407.946389,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
547,MN,1873,160,254 West 102nd Street,1018730160,254 West 102nd Street House,LP-01622,"Borough of Manhattan Tax Map Block 1873, Lot 160.",Designated,,8/14/1990,Individual Landmark,,107,7,40.7987649,-73.970087,1018700,MN0703,165.6069805,1534.472729,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
546,MN,1504,47,56 East 93rd Street,1015040047,William Goadby and Florence Baker House,LP-00437,"Borough of Manhattan Tax Map Block 1504, Lot 47.",Designated,now the Spence School,3/14/1972,Individual Landmark,,108,5,40.784902,-73.955223,1016001,MN0802,366.9717561,8277.546942,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
545,MN,1502,12,17 East 90th Street,1015020012,17 East 90th Street House,LP-00864,"Borough of Manhattan Tax Map Block 1502, Lot 12.",Designated,,7/23/1974,Individual Landmark,,108,4,40.7838241,-73.9573289,1015002,MN0802,264.9803419,2958.464909,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
543,MN,2035,1,"West 149th to West 150th Street between Frederick Douglass and Adam Clayton Powell, Jr. Boulevards",1020350001,Dunbar Apartments,LP-00708,"Borough of Manhattan Tax Map Block 2035, Lot 1.",Designated,,7/14/1970,Individual Landmark,,110,9,40.825088,-73.9384197,1023400,MN1002,1932.816977,154062.1703,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
539,MN,1289,36,390 Park Avenue,1012890036,Lever House,LP-01277,"Borough of Manhattan Tax Map Block 1289, Lot 36.",Designated,,11/9/1982,Individual Landmark,,105,4,40.75959,-73.9728733,1010200,MN0502,799.3351724,36224.39903,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
538,MN,1508,63,124 East 80th Street,1015080063,Clarence and Anne Douglass Dillon House,LP-00443,"Borough of Manhattan Tax Map Block 1508, Lot 63.",Designated,also known as the 124 East 80th Street House,1/24/1967,Individual Landmark,,108,4,40.7757196,-73.9591791,1014000,MN0802,287.2288993,4015.728259,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
536,MN,1408,31,177-179 East 73rd Street,1014080031,177-179 East 73rd Street Carriage House,LP-01065,"Borough of Manhattan Tax Map Block 1408, Lot 31.",Designated,,5/13/1980,Individual Landmark,,108,4,40.7708646,-73.960554,1012800,MN0802,293.2892452,4327.557812,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
532,MN,1385,16,21 East 70th Street,1013850016,Gustav and Virginia Pagenstecher House,LP-00850,"Borough of Manhattan Tax Map Block 1385, Lot 16.",Designated,"also known as the 21 East 70th Street House, now Hirschl & Adler Galleries",7/23/1974,Individual Landmark,,108,4,40.7707567,-73.9664785,1013000,MN0802,251.2553013,2268.56593,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
531,MN,1727,64,54 West 130th Street,1017270064,54 West 130th Street House,LP-01160,"Borough of Manhattan, Tax Map Block 1727, Lot 64.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8103866,-73.9424539,1020800,MN1002,253.2625633,2580.677423,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
530,MN,1408,26,165 East 73rd Street,1014080026,165 East 73rd Street Carriage House,LP-01060,"Borough of Manhattan Tax Map Block 1408, Lot 26.",Designated,,5/13/1980,Individual Landmark,,108,4,40.7710212,-73.9609257,1012800,MN0802,261.1091791,2638.871599,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
529,MN,1727,49,24 West 130th Street,1017270049,24 West 130th Street House,LP-01145,"Borough of Manhattan, Tax Map Block 1727, Lot 49.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8098892,-73.9412695,1020800,MN1002,251.2395164,2478.390997,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
528,MN,1432,41,218 East 78th Street,1014320041,218 East 78th Street House,LP-00986,"Borough of Manhattan Tax Map Block 1432, Lot 41.",Designated,,5/9/1978,Individual Landmark,,108,5,40.7730866,-73.9571697,1013400,MN0801,235.010438,1290.7978,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
526,MN,1401,54,130-134 East 67th Street,1014010054,130-134 East 67th Street Apartment House,LP-01057,"Borough of Manhattan Tax Map Block 1401, Lot 54.",Designated,,1/29/1980,Individual Landmark,,108,4,40.7668887,-73.9642928,1012000,MN0802,567.0840242,18895.71652,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
523,MN,1727,63,52 West 130th Street,1017270063,52 West 130th Street House,LP-01159,"Borough of Manhattan, Tax Map Block 1727, Lot 63.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8103536,-73.9423745,1020800,MN1002,252.1983551,2526.849876,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
521,MN,1407,47,166 East 73rd Street,1014070047,166 East 73rd Street Carriage House,LP-01229,"Borough of Manhattan, Tax Map Block 1407, Lot 47.",Designated,,5/12/1981,Individual Landmark,,108,4,40.7706645,-73.9612581,1012800,MN0802,298.6763705,4576.381066,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
520,MN,1383,33,680 Park Avenue,1013830033,Percy and Maud H. Pyne House,LP-00704,"Borough of Manhattan Tax Map Block 1383, Lot 33.",Designated,now the Americas Society,11/10/1970,Individual Landmark,,108,4,40.7688242,-73.9659741,1012200,MN0802,320.7661868,5835.904354,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
519,MN,2054,1,345 Edgecombe Avenue,1020540001,Nicholas C. and Agnes Benziger House,LP-02030,"Borough of Manhattan Tax Map Block 2054, Lot 1.",Designated,,1/12/1999,Individual Landmark,,109,9,40.8271016,-73.9416915,1023501,MN0903,398.9181821,9945.882431,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
518,MN,1769,45,170 East 121st Street,1017690045,Harlem Courthouse,LP-00297,"Borough of Manhattan Tax Map Block 1769, Lot 45.",Designated,,8/2/1967,Individual Landmark,,111,8,40.8012117,-73.9384598,1019600,MN1102,404.0911626,10204.62016,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
517,MN,2109,34,555 Edgecombe Avenue,1021090034,555 Edgecombe Avenue Apartments,LP-01862,"Borough of Manhattan Tax Map Block 2109, Lot 34",Designated,,6/15/1993,Individual Landmark,,112,10,40.8338302,-73.9390295,1024301,MN1201,484.0953396,14052.22476,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
509,MN,1287,10,11 East 51st Street,1012870010,John Peirce Residence,LP-02327,"Borough of Manhattan, Tax Map Block 1287, Lot 10.",Designated,,6/23/2009,Individual Landmark,,105,4,40.7589319,-73.975606,1010200,MN0502,259.7222083,2771.153199,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
508,MN,1892,33,351 Riverside Drive,1018920033,Morris and Laurette Schinasi House,LP-00844,"Borough of Manhattan Tax Map Block 1892, Lot 33.",Designated,,3/19/1974,Individual Landmark,,107,7,40.8029779,-73.9692291,1019500,MN0703,337.8762184,6780.402733,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
507,MN,1309,56,652 Lexington Avenue,1013090056,Central Synagogue,LP-00276,"Borough of Manhattan Tax Map Block 1309, Lot 56.",Designated,(Congregation Ahavath Chesed),6/7/1966,Individual Landmark,,105,4,40.7595812,-73.9705522,1010000,MN0604,498.1101513,15107.38509,Religious,Greenwich Village,Tier 4: Neighborhood Staple
503,MN,1727,43,12 West 130th Street,1017270043,12 West 130th Street House,LP-01139,"Borough of Manhattan, Tax Map Block 1727, Lot 43.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8096886,-73.9407928,1020800,MN1002,254.8372441,2660.243093,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
502,MN,1271,55,30 West 56th Street,1012710055,Henry Seligman Residence,LP-02227,"Borough of Manhattan Tax Map Block 1271, Lot 55.",Designated,,7/24/2007,Individual Landmark,,105,4,40.7627664,-73.9762003,1010400,MN0502,316.5107882,4796.714007,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
501,MN,578,63,34 Dominick Street,1005780063,34 Dominick Street House,LP-02481,"Borough of Manhattan Tax Map Block 578, Lot 63",Designated,,3/27/2012,Individual Landmark,,102,1,40.7249021,-74.0066853,1003700,MN0201,212.8409217,1715.350352,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
497,MN,1727,65,56 West 130th Street,1017270065,56 West 130th Street House,LP-01161,"Borough of Manhattan, Tax Map Block 1727, Lot 65.",Designated,part of Astor Row,8/11/1981,Individual Landmark,,110,9,40.8104196,-73.9425334,1020800,MN1002,251.3620548,2484.599999,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
493,MN,2097,14,730 Riverside Drive,1020970014,Beaumont Apartments,LP-02545,"Borough of Manhattan Tax Map Block 2097, Lot 14",Designated,,6/25/2013,Individual Landmark,,109,7,40.8303659,-73.9493638,1023700,MN0903,436.1136347,11651.04967,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
492,MN,1408,27,167 East 73rd Street,1014080027,167 East 73rd Street Carriage House,LP-01061,"Borough of Manhattan Tax Map Block 1408, Lot 27.",Designated,,5/13/1980,Individual Landmark,,108,4,40.7709882,-73.9608463,1012800,MN0802,261.9736516,2681.903766,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
484,MN,1351,6,313 East 58th Street,1013510006,313 East 58th Street House,LP-00584,"Borough of Manhattan Tax Map Block 1351, Lot 6.",Designated,,7/14/1970,Individual Landmark,,106,5,40.7599225,-73.9640727,1010802,MN0604,256.2468028,2609.161222,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
479,MN,1491,29,67-69 East 79th Street,1014910029,George and Sarah Rives House,LP-01074,"Borough of Manhattan Tax Map Block 1491, Lot 29.",Designated,"also known as the 67-69 East 79th Street House, now the Greek Consulate General",5/19/1981,Individual Landmark,,108,4,40.7762088,-73.9611466,1014200,MN0802,302.194059,4445.71209,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
478,MN,1420,7501,200 East 66th Street,1014207501,Manhattan House,LP-02246,"Borough of Manhattan, Tax Map Block 1420, Lot 1.",Designated,,10/30/2007,Individual Landmark,,108,5,40.765104,-73.962532,1011800,MN0801,1557.790284,101292.0594,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
476,MN,309,19,339 Grand Street,1003090019,339 Grand Street House,LP-02413,"Borough of Manhattan Tax Map Block 309, Lot 19",Designated,,10/29/2013,Individual Landmark,,103,1,40.7168131,-73.9901555,1001600,MN0301,203.1127329,1581.985154,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
475,MN,1383,32,49 East 68th Street,1013830032,J. William and Margaretta C. Clark House,LP-00703,"Borough of Manhattan Tax Map Block 1383, Lot 32.",Designated,"later Automation House, now Richard L. Feigen & Co.",11/10/1970,Individual Landmark,,108,4,40.7689697,-73.9661328,1012200,MN0802,259.5067127,2579.190996,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
474,MN,722,8,455 West 24th Street,1007220008,455 West 24th Street House,LP-00687,"Borough of Manhattan Tax Map Block 722, Lot 8.",Designated,,9/15/1970,Individual Landmark,,104,3,40.7482711,-74.0029125,1009300,MN0401,245.6279249,2062.176155,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
469,MN,1408,24,161 East 73rd Street,1014080024,161 East 73rd Street Carriage House,LP-01058,"Borough of Manhattan Tax Map Block 1408, Lot 24.",Designated,,5/13/1980,Individual Landmark,,108,4,40.7710871,-73.9610809,1012800,MN0802,261.7878742,2679.786416,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
468,MN,236,21,149 Mulberry Street,1002360021,149 Mulberry Street House,LP-00563,"Borough of Manhattan Tax Map Block 236, Lot 21.",Designated,designated as the Stephen Van Rensselaer House,2/11/1969,Individual Landmark,,102,1,40.7190861,-73.9976948,1004100,MN0201,250.3536016,2411.05511,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
461,MN,1889,76,294 Riverside Drive,1018890076,William and Clara Baumgarten House,LP-01618,"Borough of Manhattan Tax Map Block 1889, Lot 76.",Designated,,2/19/1991,Individual Landmark,,107,7,40.7993418,-73.9719433,1018700,MN0703,275.4928386,2679.01652,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
460,MN,543,58,129 MacDougal Street,1005430058,129 MacDougal Street House,LP-02150,"Borough of Manhattan Tax Map Block 543, Lot 58.",Designated,,6/8/2004,Individual Landmark,,102,2,40.7306882,-74.0001515,1006500,MN0202,175.5619616,1350.014041,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
457,MN,1271,47,12-14 West 56th Street,1012710047,Harry B. and Evelina Hollins Residence,LP-01266,"Borough of Manhattan, Tax Map Block 1271, Lot 47.",Designated,"later the Calumet Club, now the Consulate General of Argentina",6/19/1984,Individual Landmark,,105,4,40.7625055,-73.975547,1010400,MN0502,307.1272645,5027.915242,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
455,MN,1602,7,7 East 96th Street,1016020007,Ogden Codman House,LP-00593,"Borough of Manhattan Tax Map Block 1602, Lot 7.",Designated,now Manhattan Country School,5/25/1967,Individual Landmark,,111,8,40.7878497,-73.9549032,1016002,MN1101,288.9536765,4180.364891,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
454,MN,1432,141,216 East 78th Street,1014320141,216 East 78th Street House,LP-00985,"Borough of Manhattan Tax Map Block 1432, Lot 141.",Designated,,5/9/1978,Individual Landmark,,108,5,40.7731031,-73.9572094,1013400,MN0801,238.2910101,1461.913731,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
452,MN,1010,61,182 West 58th Street,1010100061,Alwyn Court Apartments,LP-00254,"Borough of Manhattan Tax Map Block 1010, Lot 61.",Designated,,6/7/1966,Individual Landmark,,105,6,40.7658576,-73.9793326,1013700,MN0502,458.3276378,12931.15571,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
450,MN,1520,45,160 East 92nd Street,1015200045,160 East 92nd Street House,LP-01630,"Borough of Manhattan Tax Map Block 1520, Lot 45.",Designated,,6/7/1988,Individual Landmark,,108,5,40.7827955,-73.9521731,1015801,MN0802,257.454257,2417.490182,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
447,MN,1503,12,11 East 91st Street,1015030012,John B. and Caroline Trevor House,LP-00678,"Borough of Manhattan Tax Map Block 1503, Lot 12.",Designated,now the Consulate General of the Russian Federation in New York,7/23/1974,Individual Landmark,,108,4,40.7844497,-73.9568735,1016001,MN0802,262.7583187,2803.69742,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
446,MN,1385,14,17 East 70th Street,1013850014,Alvin W. and Angeline Krech House,LP-00848,"Borough of Manhattan Tax Map Block 1385, Lot 14.",Designated,also known as the 17 East 70th Street House,7/23/1974,Individual Landmark,,108,4,40.7708281,-73.9666518,1013000,MN0802,259.1413151,2677.699472,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
442,MN,1247,119,333 West 85th Street,1012470119,333 West 85th Street House,LP-01685,"Borough of Manhattan Tax Map Block 1247, Lot 119.",Designated,,4/16/1991,Individual Landmark,,107,6,40.7888887,-73.9793977,1017100,MN0702,248.911158,2087.554161,Residential,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
441,MN,543,57,131 MacDougal Street,1005430057,131 MacDougal Street House,LP-02151,"Borough of Manhattan Tax Map Block 543, Lot 57.",Designated,,6/8/2004,Individual Landmark,,102,2,40.7307322,-74.0001119,1006500,MN0202,175.0166748,1331.505838,Residential,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
437,MN,1184,1,3 Riverside Drive,1011840001,Philip and Maria Kleeberg House,LP-01716,"Borough of Manhattan Tax Map Block 1184, Lot 1.",Designated,,1/8/1991,Individual Landmark,,107,6,40.7805785,-73.985192,1015900,MN0701,266.7236422,3039.338751,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
433,MN,1245,1,103 Riverside Drive,1012450001,103 Riverside Drive House,LP-01672,"Borough of Manhattan Tax Map Block 1245, Lot 1.",Designated,,4/16/1991,Individual Landmark,,107,6,40.7872284,-73.9809474,1017100,MN0702,174.3570088,1490.930043,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
432,MN,1028,42,220 West 57th Street,1010280042,Society House of the American Society of Civil Engineers,LP-02297,"Borough of Manhattan Tax Map Block 1028, Lot 42.",Designated,,12/16/2008,Individual Landmark,,105,6,40.7657015,-73.9812352,1013700,MN0502,384.1901474,8889.733334,Residential,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
431,MN,637,63,354 West 11th Street,1006370063,354 West 11th Street House,LP-02210,"Borough of Manhattan Tax Map Block 637, Lot 63.",Designated,,3/6/2007,Individual Landmark,,102,3,40.735225,-74.0088477,1007500,MN0203,244.091418,2324.508919,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
430,MN,471,57,192 Grand Street,1004710057,192 Grand Street House,LP-02412,"Borough of Manhattan Tax Map Block 471, Lot 57.",Designated,,11/16/2010,Individual Landmark,,102,1,40.7194429,-73.9969228,1004100,MN0201,258.3267559,2518.282645,Residential,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
429,MN,1246,40,316 West 85th Street,1012460040,316 West 85th Street House,LP-01677,"Borough of Manhattan Tax Map Block 1246, Lot 40.",Designated,,4/16/1991,Individual Landmark,,107,6,40.7883205,-73.9792282,1017100,MN0702,249.7880979,1867.347903,Residential,Harlem,Tier 5: Ultra Niche / Insider Knowledge
